iter	RMSE
304	599.3230214
305	599.2872818
306	599.2277338
307	599.1878747
308	599.1551475
309	599.1205863
310	599.1029636
311	599.0667572
312	599.0409823
313	598.9882049
314	598.9651433
315	598.9510828
316	598.8898428
317	598.8496324
318	598.7331946
319	598.7280255
320	598.6864328
321	598.6646662
322	598.6130044
323	598.6086404
324	598.553759
325	598.540615
326	598.4957357
327	598.452203
328	598.435098
329	598.410198
330	598.3630295
331	598.3404217
332	598.2808522
333	598.2301013
334	598.1458245
335	598.1357876
336	598.1073563
337	598.0974003
338	598.0254007
339	597.9941891
340	597.9435135
341	597.9092342
342	597.8969677
343	597.877156
344	597.8527746
345	597.8282212
346	597.8193621
347	597.7818429
348	597.7401621
349	597.6672369
350	597.6027484
351	597.5154023
352	597.5061521
353	597.4842509
354	597.4562591
355	597.4454838
356	597.3854214
357	597.3654426
358	597.3507037
359	597.3362427
360	597.2943476
361	597.273471
362	597.2687619
363	597.2521205
364	597.23616
365	597.2277133
366	597.2121726
367	597.1870752
368	597.1355983
369	597.1047407
370	597.0702019
371	597.0633491
372	597.0437479
373	597.0304066
374	597.0151959
375	596.9937301
376	596.9706145
377	596.9563216
378	596.930075
379	596.9040193
380	596.892433
381	596.8762377
382	596.7903609
383	596.7793302
384	596.7529865
385	596.7443231
386	596.6972728
387	596.6602567
388	596.6498824
389	596.6304063
390	596.623706
391	596.5975285
392	596.5826087
393	596.571395
394	596.5645364
395	596.4977769
396	596.4693631
397	596.4479435
398	596.4325006
399	596.3795584
400	596.3664901
401	596.3546342
402	596.3404018
403	596.3031476
404	596.2920458
405	596.2773509
406	596.2719892
407	596.242274
408	596.22649
409	596.2137321
410	596.1925779
411	596.1498338
412	596.1281323
413	596.1244275
414	596.1033592
415	596.0876543
416	596.0740531
417	596.0572209
418	596.0047179
419	595.970452
420	595.9480092
421	595.9439851
422	595.9274701
423	595.9148652
424	595.894838
425	595.8626025
426	595.8480114
427	595.8375461
428	595.8277562
429	595.8185614
430	595.7989949
431	595.7580174
432	595.7369893
433	595.7197932
434	595.7039427
435	595.6774796
436	595.6627235
437	595.6546821
438	595.6328057
439	595.6038437
440	595.5615792
441	595.5214763
442	595.5034093
443	595.4854401
444	595.442836
445	595.4324224
446	595.4265099
447	595.413112
448	595.4034469
449	595.3885057
450	595.3515677
451	595.3462712
452	595.3347176
453	595.2871447
454	595.2787979
455	595.2628109
456	595.2390629
457	595.2002183
458	595.187077
459	595.135845
460	595.1026279
461	595.0922416
462	595.0595583
463	595.0254182
464	595.0087137
465	595.0013349
466	594.9839304
467	594.961668
468	594.9457618
469	594.8682579
470	594.8418465
471	594.8237206
472	594.7958473
473	594.7881682
474	594.7774809
475	594.7389233
476	594.7079111
477	594.6613038
478	594.6602049
479	594.6405794
480	594.6188466
481	594.5860576
482	594.5614806
483	594.5544156
484	594.5350196
485	594.4820096
486	594.4739858
487	594.4187346
488	594.3771537
489	594.3657002
490	594.3590478
491	594.3440624
492	594.3271345
493	594.3051812
494	594.2862539
495	594.2440588
496	594.2318727
497	594.2050771
498	594.1774238
499	594.1614924
500	594.1558471
501	594.1517038
502	594.106391
503	594.0920518
504	594.0761996
505	594.0496096
506	594.0395768
507	594.0320145
508	594.0080787
509	593.9901191
510	593.9766003
511	593.9680827
512	593.9212132
513	593.9130971
514	593.9009694
515	593.8864516
516	593.8705443
517	593.840541
518	593.8307523
519	593.8167254
520	593.8024847
521	593.7978965
522	593.7876553
523	593.7646199
524	593.7519586
525	593.7452888
526	593.7302814
527	593.6862596
528	593.657459
529	593.6446849
530	593.6308574
531	593.6208548
532	593.6062465
533	593.5944219
534	593.5676703
535	593.5611771
536	593.5158296
537	593.5044339
538	593.4932745
539	593.4901458
540	593.4551801
541	593.4451786
542	593.4368702
543	593.3841843
544	593.36706
545	593.3615551
546	593.3165872
547	593.3066012
548	593.2841389
549	593.272927
550	593.2544864
551	593.2386968
552	593.2258401
553	593.2214273
554	593.1904922
555	593.1660998
556	593.1538553
557	593.1065395
558	593.1014358
559	593.0835629
560	593.0807749
561	593.0668175
562	593.0381467
563	593.0341748
564	593.0127462
565	592.9622659
566	592.9491034
567	592.907312
568	592.8708419
569	592.850142
570	592.8364429
571	592.7622168
572	592.7498468
573	592.7409689
574	592.726207
575	592.7179013
576	592.6813584
577	592.6588528
578	592.6506163
579	592.6480138
580	592.6472918
581	592.6317071
582	592.6138811
583	592.5960699
584	592.5897902
585	592.569112
586	592.565576
587	592.5552862
588	592.5386286
589	592.5273583
590	592.5230994
591	592.5136537
592	592.5081299
593	592.4737249
594	592.4582874
595	592.4474535
596	592.4196268
597	592.3883762
598	592.3784934
599	592.3472132
600	592.324453
601	592.3154453
602	592.2963314
603	592.2886282
604	592.2812714
605	592.2775825
606	592.2747972
607	592.2684918
608	592.2626401
609	592.2520218
610	592.2205644
611	592.207571
612	592.2017651
613	592.1757612
614	592.1661599
615	592.1623768
616	592.1471493
617	592.099388
618	592.0880484
619	592.0628199
620	592.0410218
621	592.0304965
622	592.013777
623	592.0054349
624	591.9953537
625	591.9879068
626	591.9752066
627	591.9681358
628	591.9354295
629	591.9226487
630	591.9132626
631	591.8852321
632	591.8754784
633	591.8349538
634	591.7793168
635	591.7679218
636	591.7186269
637	591.7089411
638	591.6823077
639	591.6742775
640	591.652796
641	591.6477051
642	591.63761
643	591.6106443
644	591.6066149
645	591.6009364
646	591.5967245
647	591.5735813
648	591.5686128
649	591.5601768
650	591.5364814
651	591.5315812
652	591.5270761
653	591.4988919
654	591.4889418
655	591.4793302
656	591.4702796
657	591.4649968
658	591.4491893
659	591.4431987
660	591.4234129
661	591.3966305
662	591.3610019
663	591.3542424
664	591.3501203
665	591.3263735
666	591.2993218
667	591.2852241
668	591.2795474
669	591.2543772
670	591.2414768
671	591.2395932
672	591.2265412
673	591.2149874
674	591.1994624
675	591.1826295
676	591.1785325
677	591.1639732
678	591.1622228
679	591.1529563
680	591.1475146
681	591.1389692
682	591.1339743
683	591.1178338
684	591.081275
685	591.0659028
686	591.0600005
687	591.0245781
688	591.0184804
689	591.0120918
690	590.9832924
691	590.9550202
692	590.9465588
693	590.9268564
694	590.9132177
695	590.8928104
696	590.8861805
697	590.8763394
698	590.8444538
699	590.828518
700	590.8094116
701	590.8021461
702	590.7829858
703	590.7787173
704	590.765644
705	590.763116
706	590.7557652
707	590.739403
708	590.7315481
709	590.7266832
710	590.7177116
711	590.7062973
712	590.695271
713	590.6831759
714	590.6757619
715	590.6688006
716	590.6573671
717	590.6513831
718	590.6457672
719	590.6401652
720	590.6264589
721	590.6059941
722	590.5968969
723	590.5912616
724	590.5840999
725	590.5722902
726	590.5513545
727	590.5356125
728	590.5249763
729	590.5176511
730	590.5008538
731	590.4869681
732	590.4834738
733	590.4766613
734	590.4654434
735	590.4588314
736	590.4500504
737	590.4376981
738	590.4144766
739	590.4062668
740	590.3873758
741	590.3849752
742	590.3708226
743	590.3627525
744	590.3252068
745	590.3113847
746	590.3019478
747	590.3006897
748	590.2870405
749	590.2840161
750	590.272005
751	590.2605203
752	590.246997
753	590.2378225
754	590.2346464
755	590.2182092
756	590.2016586
757	590.1956425
758	590.186811
759	590.1843038
760	590.1613319
761	590.147944
762	590.1306372
763	590.125902
764	590.1215921
765	590.1021847
766	590.0925214
767	590.0777482
768	590.0625683
769	590.0520298
770	590.0504133
771	590.0433745
772	590.0307066
773	590.0204817
774	590.0169687
775	590.0034688
776	589.9956476
777	589.9893425
778	589.9722873
779	589.9551672
780	589.9459011
781	589.9387931
782	589.9228935
783	589.8978032
784	589.8839419
785	589.8799777
786	589.8658265
787	589.8615979
788	589.8137463
789	589.8111693
790	589.7885236
791	589.7843184
792	589.7574219
793	589.7442991
794	589.7238619
795	589.6861276
796	589.649264
797	589.6369288
798	589.6270286
799	589.5930248
800	589.5880911
801	589.581177
802	589.5706678
803	589.5563072
804	589.5454646
805	589.5249735
806	589.5199992
807	589.5036114
808	589.499684
809	589.4906084
810	589.4835008
811	589.4795232
812	589.4670174
813	589.4548253
814	589.4451474
815	589.4336961
816	589.4257272
817	589.4214357
818	589.4115598
819	589.4054181
820	589.3923352
821	589.3823558
822	589.3705314
823	589.356725
824	589.345045
825	589.3216455
826	589.3106917
827	589.302818
828	589.2989017
829	589.286176
830	589.2796592
831	589.2753727
832	589.2645044
833	589.2444336
834	589.2359076
835	589.2250685
836	589.2156195
837	589.2114372
838	589.2078843
839	589.1923689
840	589.183753
841	589.1766387
842	589.166704
843	589.1565886
844	589.1527008
845	589.1465045
846	589.1439408
847	589.128994
848	589.1190734
849	589.1050981
850	589.0982247
851	589.0888795
852	589.070216
853	589.0646311
854	589.0577404
855	589.0520351
856	589.0415786
857	589.0252735
858	589.0211995
859	588.992518
860	588.9797769
861	588.9688081
862	588.9430382
863	588.9130281
864	588.9066886
865	588.899142
866	588.8830432
867	588.8756945
868	588.8700998
869	588.8649041
870	588.8546375
871	588.8159454
872	588.8104449
873	588.8025072
874	588.7943055
875	588.7862393
876	588.7728521
877	588.7539369
878	588.7469715
879	588.7409446
880	588.7357309
881	588.7310411
882	588.7214483
883	588.7183756
884	588.7160198
885	588.713291
886	588.699474
887	588.6935751
888	588.6761175
889	588.6702591
890	588.6481862
891	588.636528
892	588.6310302
893	588.6243471
894	588.6142102
895	588.5962787
896	588.5917167
897	588.5829908
898	588.5760751
899	588.5450873
900	588.5367812
901	588.5336969
902	588.5298551
903	588.5239339
904	588.5177712
905	588.5141188
906	588.4980771
907	588.4907588
908	588.4851935
909	588.4774374
910	588.4693522
911	588.4630577
912	588.4420176
913	588.4360608
914	588.4336896
915	588.4104484
916	588.4026017
917	588.3960727
918	588.374296
919	588.3614877
920	588.357985
921	588.3549918
922	588.3448779
923	588.3346905
924	588.3095264
925	588.302285
926	588.2971726
927	588.2648775
928	588.2558963
929	588.2432046
930	588.2271144
931	588.1979112
932	588.1937406
933	588.1897552
934	588.1782213
935	588.1726334
936	588.1687049
937	588.164962
938	588.1578588
939	588.1497743
940	588.1447253
941	588.1249375
942	588.0928871
943	588.0878674
944	588.0746483
945	588.0675042
946	588.0402585
947	588.0350445
948	588.0146406
949	588.0003918
950	587.9901737
951	587.9847356
952	587.9840239
953	587.9791565
954	587.9740797
955	587.9478652
956	587.9397753
957	587.935425
958	587.9308778
959	587.9224636
960	587.9188394
961	587.9095454
962	587.906217
963	587.8999905
964	587.8871685
965	587.8769388
966	587.8413847
967	587.823024
968	587.8182038
969	587.8161844
970	587.8113357
971	587.8109406
972	587.8029156
973	587.7956643
974	587.7864966
975	587.7806942
976	587.776612
977	587.7687094
978	587.7562388
979	587.7502897
980	587.7495859
981	587.7437748
982	587.7418466
983	587.7406796
984	587.7339021
985	587.7297852
986	587.7239537
987	587.7235645
988	587.7183736
989	587.7072386
990	587.6987551
991	587.6868565
992	587.6797305
993	587.6731527
994	587.667151
995	587.661937
996	587.6459956
997	587.6418783
998	587.6340214
999	587.6262423
